#bugNames	pValuesTime	pValuesVolume	pValuesGroup	pValuesFobVsDIO	pValuesFobVsHCCR	pValuesFobVsLCCR	pValuesFobVsICR	pValuesHCCRVsLCCR	pValuesLog10VolumeWithDirection	bugIndex	corCoeffVolumeBug	pValuesAdjustedTime	pValuesAdjustedVolume	pValuesAdjustedGroup	pValuesFobVsDIOAdjusted	pValuesFobVsHCCRAdjusted	pValuesFobVsLCCRAdjusted	pValuesFobVsICRAdjusted	pValuesHCCRVsICCRAdjusted
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.049925099	0.100356134	0.057326296	0.061291621	0.191805581	0.5871325	0.22509381	0.417880679	-0.998456076	165	0.148455598	0.899086628	0.407753303	0.142055823	0.41166014	0.583813313	0.797580594	0.472173528	0.8214835
"Bacteria, NA, NA, NA, NA, NA"	0.501870001	0.075957679	0.057765528	0.365928207	0.304755996	0.21124988	0.280017878	0.831461037	-1.119428316	179	0.196185404	0.951195681	0.361537449	0.142362038	0.643233177	0.692627263	0.52711429	0.519703963	0.955201323
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.957505169	0.035893345	0.058283611	0.471336436	0.033255992	0.017977787	0.020217575	0.831855397	1.444986063	414	-0.194368493	0.990516246	0.279101702	0.142858199	0.744215425	0.415699898	0.162159641	0.128424316	0.955201323
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcaceae_UCG-009"	0.109575921	0.18459242	0.059301322	0.518762667	0.508260529	0.548009588	0.016998279	0.186479853	0.733786137	795	-0.122604974	0.899086628	0.526906211	0.143904954	0.765715619	0.814761651	0.779391216	0.116154905	0.661688018
"Bacteria, NA, NA, NA, NA, NA"	0.454499585	0.039442286	0.059348828	0.475130642	0.008220266	0.002574945	0.233311204	0.335561278	-1.404037921	262	0.228486713	0.950495723	0.288843423	0.143904954	0.744978358	0.231194994	0.089330784	0.479335963	0.756945167
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnoclostridium"	0.477078069	0.224270144	0.060799861	0.537982515	0.22330888	0.178385875	0.808837707	0.907916587	0.649228538	299	-0.132830531	0.950495723	0.584658006	0.14663496	0.774313795	0.624155256	0.500037432	0.896279621	0.985900242
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae_NK4A136_group"	0.375155767	0.004467755	0.061876861	0.094590917	0.196597694	0.179614333	0.329255357	0.023175786	2.349910605	171	-0.276289372	0.950495723	0.069481301	0.148438639	0.44806224	0.583813313	0.500037432	0.573336548	0.438610926
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae_NK4A136_group"	0.294792271	0.065751884	0.062258486	0.953688802	0.011480084	0.014925579	0.346632592	0.772149577	-1.182091798	95	0.245212158	0.927934024	0.356557853	0.148563901	0.977585333	0.287002095	0.143222047	0.583855464	0.944207088
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.929256075	0.781923667	0.0629893	0.245138617	0.166187661	0.0930038	0.096015483	0.003557017	-0.106835642	537	0.025722799	0.990516246	0.916710589	0.149516707	0.560264753	0.562289077	0.370660544	0.302818061	0.228665409
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Anaerotruncus"	0.187884827	0.037234056	0.065180852	0.96975901	0.197954993	0.800144502	0.002465381	0.293419401	-1.429059649	185	0.192668166	0.899086628	0.284619651	0.153441568	0.979130028	0.583813313	0.89940854	0.032702548	0.737682423
"Bacteria, Firmicutes, Clostridia, NA, NA, NA"	0.418287655	0.996003975	0.06532324	0.278203766	0.82662052	0.857115853	0.035042319	0.974137784	0.001738928	76	-0.00947393	0.950495723	0.999547657	0.153441568	0.599003323	0.958709366	0.932211944	0.180092562	0.986976533
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Negativibacillus"	0.390290435	0.188733787	0.066163724	0.932489895	0.40531142	0.496729513	0.038845219	0.112640909	-0.724150345	546	0.117842899	0.950495723	0.528689056	0.154610568	0.966561719	0.768923712	0.754292964	0.186374401	0.589400104
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.997019591	0.294698223	0.066686916	0.193437529	0.365487616	0.341422012	0.156505015	0.836140638	0.530622483	71	-0.118476346	0.99923519	0.666626618	0.154763837	0.489027461	0.754446913	0.669484032	0.407591966	0.955201323
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.779642862	0.302228866	0.067042129	0.578493507	0.25774978	0.205098487	0.597075152	0.015285876	-0.519664059	583	0.095887274	0.990516246	0.666626618	0.154763837	0.784102645	0.668148493	0.52711429	0.770987777	0.438610926
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, GCA-900066575"	0.477112725	0.516236113	0.067258785	0.519592675	0.520838185	0.096775455	0.089842687	0.244088396	-0.287151618	143	0.051350487	0.950495723	0.822298097	0.154763837	0.765715619	0.819500641	0.372708891	0.288423861	0.695188469
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium"	0.063020742	0.337336927	0.070777686	0.59014136	0.34429923	0.195812171	0.659135255	0.768421977	0.471936116	158	-0.123362325	0.899086628	0.69788511	0.162034196	0.786783031	0.72739274	0.521664762	0.812595175	0.944207088
"Bacteria, Firmicutes, NA, NA, NA, NA"	0.750648741	0.787836666	0.072521761	0.196765177	0.132908159	0.210189222	0.106572406	0.308269037	0.103563811	176	-0.05402324	0.990516246	0.918124901	0.165188455	0.494661061	0.526753657	0.52711429	0.32035345	0.739488206
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium_5"	0.404183467	0.964770637	0.073951036	0.474182732	0.087875912	0.244689793	0.002543054	0.547537167	0.015575923	354	-0.014911815	0.950495723	0.999547657	0.167597573	0.744978358	0.460616257	0.560303961	0.032769067	0.873729522
"Bacteria, Firmicutes, NA, NA, NA, NA"	0.856469377	0.563996456	0.075321756	0.362835777	0.374083341	0.021224333	0.005949107	0.156975599	0.248723625	272	-0.0534983	0.990516246	0.843082176	0.169850559	0.642819291	0.758199805	0.174039531	0.054756063	0.661688018
"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Muribaculaceae, NA"	0.204025587	0.303012099	0.079263201	0.011274323	0.85605247	0.242150413	0.05535037	0.332952178	-0.51854003	82	0.079164561	0.899086628	0.666626618	0.177849271	0.211393559	0.965866238	0.560303961	0.22288408	0.756945167
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Tyzzerella"	0.048103205	0.653346719	0.079869492	0.035311529	0.256449091	0.100422856	0.009176831	0.597966573	-0.184856285	107	0.044944998	0.899086628	0.883659312	0.178322479	0.333198078	0.668148493	0.372708891	0.071357772	0.878835229
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.197037697	0.545087476	0.080949172	0.497117111	0.380044517	0.106062175	0.206609458	0.364030992	0.263533796	181	-0.054159741	0.899086628	0.840683454	0.179842743	0.760893538	0.758199805	0.373769313	0.461291413	0.76548573
"Bacteria, Firmicutes, NA, NA, NA, NA"	0.096180719	0.584913579	0.081865912	0.16340289	0.154660637	0.734953409	0.680650011	0.213590078	0.232908296	142	-0.059351262	0.899086628	0.84876962	0.180500607	0.473470343	0.539513852	0.872823871	0.82298433	0.682058201
"Bacteria, Bacteroidetes, Bacteroidia, NA, NA, NA"	0.217828341	0.032759947	0.08204573	0.014400049	0.999222356	0.426805017	0.211535309	0.413089975	-1.484656816	34	0.231829541	0.899086628	0.27360622	0.180500607	0.217351897	0.999222356	0.705119153	0.465138444	0.8214835
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, GCA-900066225"	0.471063446	0.07628512	0.082714379	0.900010272	0.006919438	0.055199771	0.686791576	0.164409317	-1.117560168	594	0.152136454	0.950495723	0.361537449	0.181088275	0.955199581	0.207583144	0.276992879	0.828189842	0.661688018
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, NA"	0.895528064	0.625408587	0.083882186	0.554926355	0.529715287	0.256097415	0.580885809	0.061479389	0.20383616	203	-0.07264586	0.990516246	0.870553311	0.181975803	0.775518198	0.819743089	0.571690194	0.759360869	0.521994808
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcaceae_UCG-014"	0.681933645	0.585857845	0.083926756	0.338681829	0.134219251	0.494170298	0.346947371	0.020832895	-0.23220775	298	0.050842053	0.982486862	0.84876962	0.181975803	0.632337966	0.526753657	0.752941907	0.583855464	0.438610926
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.826146903	0.176663419	0.084331686	0.374433022	0.955580964	0.528571041	0.703172636	0.486089448	-0.752853369	381	0.116090154	0.990516246	0.526906211	0.181978901	0.648057153	0.986264756	0.767538225	0.837227694	0.857804908
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.965774871	0.946094168	0.089301407	0.334488267	0.005951665	0.207766681	0.205395407	0.108907201	0.024065635	554	-0.033055775	0.990516246	0.999547657	0.191785403	0.632337966	0.207583144	0.52711429	0.461291413	0.587235976
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.501323353	0.483194326	0.092987885	0.279578062	0.265774623	0.454536073	0.735297243	0.084563372	0.315878174	190	-0.076971308	0.951195681	0.798082365	0.198756095	0.599095848	0.668148493	0.726935351	0.860331482	0.578433664
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.022089091	0.475472587	0.094231258	0.227508422	0.767212999	0.808396414	0.157548585	0.571134785	-0.322874517	463	0.033674178	0.899086628	0.791284638	0.200463666	0.54456803	0.924808725	0.902442532	0.407591966	0.878835229
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.084327031	0.553399412	0.095464935	0.756666496	0.168249591	0.424032995	0.166412686	0.026913736	-0.256961306	367	0.070611088	0.899086628	0.840683454	0.201520251	0.900827568	0.565017285	0.705119153	0.416956231	0.438610926
"Bacteria, Firmicutes, NA, NA, NA, NA"	0.963580198	0.355290526	0.095621582	0.185913027	0.189067841	0.800452334	0.785804885	0.28016702	-0.449416373	163	0.091765153	0.990516246	0.717319486	0.201520251	0.483701656	0.583813313	0.89940854	0.881587073	0.732995109
"Bacteria, NA, NA, NA, NA, NA"	0.796425779	0.198054991	0.097227219	0.512310415	0.045107039	0.300405318	0.08117512	0.315016578	0.70321421	300	-0.120172528	0.990516246	0.549648885	0.20395105	0.765715619	0.431875909	0.615830901	0.284070813	0.741097809
"Bacteria, NA, NA, NA, NA, NA"	0.23018256	0.907969003	0.097709865	0.567925054	0.143070546	0.199631821	0.910161569	0.101547243	-0.041928977	111	0.028461512	0.899086628	0.974499611	0.204014579	0.780158109	0.526753657	0.522701899	0.967610443	0.578433664
"Bacteria, NA, NA, NA, NA, NA"	0.136564893	0.728840391	0.09941606	0.505737967	0.12631039	0.036049874	0.085198378	0.55721634	0.137367567	406	-0.055681408	0.899086628	0.916710589	0.206620476	0.765715619	0.526753657	0.232264187	0.28513928	0.878835229
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.165268648	0.845162127	0.100570028	0.864213754	0.656050508	0.746269266	0.376393006	0.429088683	0.073059973	415	-0.017174308	0.899086628	0.934235586	0.208060012	0.937099252	0.891911567	0.872823871	0.608434573	0.828712048
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcaceae_UCG-014"	0.750616247	0.601052418	0.102092049	0.410441451	0.12245006	0.887188258	0.177885079	0.086937928	0.221087651	196	-0.033051179	0.990516246	0.857831141	0.210244357	0.696976049	0.526753657	0.950408324	0.429131643	0.578433664
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.13444954	0.993817464	0.107180556	0.191564566	0.02286103	0.458583417	0.709137426	0.102918515	0.002693376	545	-0.018983716	0.899086628	0.999547657	0.219720139	0.487028558	0.342915452	0.728243384	0.837227694	0.578916645
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium_5"	0.388478832	0.470819298	0.108405604	0.057135384	0.055958568	0.107600996	0.420227436	0.710495952	0.327145744	217	-0.06769818	0.950495723	0.789366184	0.221225915	0.41166014	0.434161301	0.373769313	0.647976664	0.905731384
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.586563463	0.049623542	0.111063247	0.946386906	0.102370396	0.010159465	0.401319632	0.354652447	1.304312241	563	-0.20054154	0.957368688	0.319717391	0.225628489	0.972315314	0.506227232	0.123835635	0.630645135	0.756945167
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.329584565	0.292354521	0.112388553	0.348488479	0.059169963	0.050658113	0.84163515	0.947091797	-0.534090185	493	0.098622664	0.929016493	0.666626618	0.227297028	0.632337966	0.437975486	0.26878599	0.923546114	0.985900242
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae_NK4A136_group"	0.576281551	0.144715434	0.113309233	0.174916623	0.027402691	0.002439504	0.038006022	0.164988696	-0.839485149	186	0.164606996	0.956410607	0.472674129	0.228136	0.480637539	0.362682669	0.089330784	0.186372701	0.661688018
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.950398982	0.14285157	0.114248486	0.005985163	0.142292474	0.368349217	0.023024474	0.542467459	-0.845114982	366	0.148455244	0.990516246	0.470874659	0.229004743	0.189462981	0.526753657	0.682707241	0.137750519	0.871822701
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Marvinbryantia"	0.831663294	0.881146268	0.114878205	0.018048577	0.040176315	0.040610841	0.00356858	0.94854652	-0.054951994	738	0.01383696	0.990516246	0.957583053	0.2292481	0.225607218	0.425424363	0.240993281	0.038319754	0.985900242
"Bacteria, NA, NA, NA, NA, NA"	0.849843258	0.088600126	0.120410413	0.460587584	0.064389955	0.250252946	0.152685922	0.428023382	-1.052565659	427	0.190592175	0.990516246	0.387948126	0.23821345	0.734980187	0.437975486	0.569720418	0.402518352	0.828712048
"Bacteria, NA, NA, NA, NA, NA"	0.130179945	0.566462899	0.120603983	0.779986368	0.737438717	0.332224392	0.218848674	0.499734403	-0.24682853	77	0.074790678	0.899086628	0.843082176	0.23821345	0.90561234	0.924808725	0.660058153	0.468555218	0.863324916
"Bacteria, NA, NA, NA, NA, NA"	0.261704912	0.683749316	0.120955388	0.384598837	0.401581559	0.699387024	0.374040927	0.233867883	0.165103095	21	-0.038623052	0.927934024	0.899565579	0.23821345	0.660570522	0.768923712	0.860729646	0.606807403	0.687846715
"Bacteria, NA, NA, NA, NA, NA"	0.340392787	0.242107747	0.122121137	0.216435637	0.760247574	0.1911456	0.533618459	0.305284866	-0.615991313	678	0.099295048	0.94763671	0.613430303	0.239327867	0.526465062	0.924808725	0.516530965	0.722256025	0.739488206
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium_9"	0.181376123	0.139004991	0.122582566	0.571338431	0.438049238	0.112186963	0.436800339	0.352855034	-0.856969606	399	0.104230045	0.899086628	0.470874659	0.239327867	0.781465939	0.794847407	0.373769313	0.662680344	0.756945167
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.99932799	0.559212941	0.123172203	0.357552026	0.959206763	0.19779307	0.082512808	0.204452343	0.252422787	454	-0.05760612	0.99932799	0.840683454	0.239442516	0.641029528	0.987301471	0.521664762	0.284070813	0.679524927
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, NA"	0.103144161	0.488966563	0.124005533	0.550542248	0.946101114	0.020741672	0.745475323	0.011666184	0.310720838	240	-0.061331581	0.899086628	0.801905164	0.239890329	0.775348035	0.981717722	0.17323137	0.860331482	0.437481893
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.873271337	0.890782628	0.124912623	0.314263268	0.454002756	0.949234186	0.259041066	0.463201506	-0.050228261	405	0.007463214	0.990516246	0.965728282	0.239890329	0.629155036	0.796809582	0.979644434	0.495031867	0.852173914
"Bacteria, NA, NA, NA, NA, NA"	0.050805177	0.065213275	0.125025117	0.0388753	0.397586257	0.273660365	0.949070587	0.799304524	1.185663992	373	-0.248071132	0.899086628	0.356557853	0.239890329	0.343017351	0.768923712	0.593369348	0.978665923	0.950163356
"Bacteria, Actinobacteria, Coriobacteriia, Coriobacteriales, Eggerthellaceae, Enterorhabdus"	0.263576924	0.556580737	0.125530194	0.347087895	0.531514111	0.761432482	0.278149582	0.327751055	0.254471829	528	-0.053793954	0.927934024	0.840683454	0.239890329	0.632337966	0.819743089	0.873806741	0.519428397	0.756945167
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, NA"	0.855423591	0.41621481	0.127059582	0.295300957	0.061089201	0.270463506	0.398438203	0.405239146	-0.38068247	263	0.09520048	0.990516246	0.75300421	0.241788488	0.612375257	0.437975486	0.58927073	0.628800704	0.8140965
"Bacteria, Actinobacteria, Coriobacteriia, Coriobacteriales, Coriobacteriales_Incertae_Sedis, NA"	0.096275701	0.512333621	0.131843778	0.154674682	0.30192899	0.686721962	0.457543981	0.493847043	-0.290447144	518	0.061696284	0.899086628	0.822245355	0.24983842	0.473470343	0.68968551	0.855556919	0.665652694	0.863324916
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium_9"	0.484272934	0.342577358	0.13240709	0.094005827	0.826349205	0.083771686	0.659445308	0.049946209	-0.465241345	223	0.100246923	0.950495723	0.702283583	0.249856056	0.44806224	0.958709366	0.356424815	0.812595175	0.512216184
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium_5"	0.828545089	0.607934595	0.133419519	0.576084574	0.134737768	0.115197194	0.966596606	0.936844934	-0.216143142	483	0.141129868	0.990516246	0.859750309	0.250367496	0.784102645	0.526753657	0.373769313	0.986278437	0.985900242
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnoclostridium"	0.915089337	0.073842376	0.133788396	0.343394931	5.18E-05	0.220682821	0.022825761	0.00353464	1.131694339	330	-0.214555354	0.990516246	0.361537449	0.250367496	0.632337966	0.011654686	0.540992539	0.137750519	0.228665409
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, NA"	0.571712819	0.359454998	0.136445015	0.434889532	0.915288067	0.831770001	0.534885837	0.725014625	-0.444355474	157	0.067363093	0.956410607	0.717319486	0.254283891	0.710334125	0.978336414	0.912720853	0.722256025	0.914552105
"Bacteria, NA, NA, NA, NA, NA"	0.597130499	0.001245562	0.141177236	0.027420974	0.5971913	0.66014655	0.996891413	0.316449556	-2.904634521	513	0.293159291	0.957368688	0.029478461	0.262020301	0.281928887	0.857328504	0.837109747	0.999492384	0.741097809
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, ASF356"	0.411980412	0.073829355	0.144575219	0.288348453	0.308414807	0.926267752	0.017275849	0.263279768	1.131770927	379	-0.154229919	0.950495723	0.361537449	0.267227147	0.609186872	0.694660445	0.973232042	0.116289673	0.713710215
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.009960797	0.285994566	0.147083061	0.07471742	0.108889219	0.0327765	0.314384887	0.600928461	0.543642219	322	-0.111631243	0.899086628	0.666626618	0.269946982	0.431062039	0.52212013	0.220629874	0.556029742	0.878835229
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, NA"	0.1964546	0.711464052	0.147243809	0.425607853	0.520608208	0.580546339	0.02014965	0.914940646	0.147847038	707	-0.036816122	0.899086628	0.911563317	0.269946982	0.706728907	0.819500641	0.79582492	0.128424316	0.985900242
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnoclostridium"	0.305880445	0.868416626	0.150382388	0.119744751	0.946812203	0.91164699	0.171654836	0.854154494	-0.061271871	216	0.047227618	0.927934024	0.94602874	0.274584846	0.470267039	0.981717722	0.962887102	0.425364456	0.964863319
"Bacteria, NA, NA, NA, NA, NA"	0.19918601	0.844578742	0.158636401	0.138010251	0.906690364	0.740630518	0.115450206	0.637337684	-0.073359854	441	0.001631772	0.899086628	0.934235586	0.288487971	0.470267039	0.975094714	0.872823871	0.33913951	0.879081206
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnoclostridium"	0.687696358	7.89E-05	0.159553239	0.016166813	0.886344291	0.316392206	0.996973156	0.254356824	4.103093648	238	-0.369246609	0.982486862	0.00592832	0.288522914	0.225607218	0.975094714	0.639878408	0.999492384	0.702212091
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.479875613	0.529387161	0.159935096	0.75278679	0.454546511	0.093566541	0.361995243	0.582530585	-0.276226596	32	0.011833799	0.950495723	0.83480283	0.288522914	0.900827568	0.796809582	0.370660544	0.595921498	0.878835229
"Bacteria, NA, NA, NA, NA, NA"	0.15785158	0.80608932	0.160889849	0.585131224	0.019621233	0.323482922	0.342523728	0.178506771	-0.093616833	209	0.023647289	0.899086628	0.922830602	0.289088933	0.786783031	0.310793092	0.649214389	0.583386098	0.661688018
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium"	0.793880637	0.173968757	0.165079043	0.048718594	0.485701997	0.750128827	0.254956259	0.427826472	0.759528738	53	-0.215595869	0.990516246	0.523066064	0.295439082	0.398606677	0.804971648	0.872823871	0.489299034	0.828712048
"Bacteria, Firmicutes, NA, NA, NA, NA"	0.543067308	0.070096324	0.167668728	0.062434074	0.410912494	0.404009436	0.344591151	0.987053827	1.154304755	92	-0.20801613	0.951195681	0.361537449	0.298887732	0.413166667	0.768923712	0.700800983	0.583855464	0.991460317
"Bacteria, NA, NA, NA, NA, NA"	0.504317517	0.387419933	0.16846652	0.024673746	0.58979475	0.760886504	0.05730901	0.787484643	-0.411818039	426	0.063464832	0.951195681	0.73724215	0.299127561	0.264361565	0.85615367	0.873806741	0.224750986	0.950048497
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Tyzzerella"	0.173832551	0.947762597	0.17414604	0.138074347	0.70314526	0.069064517	0.205901835	0.128550625	-0.023300434	100	0.039796797	0.899086628	0.999547657	0.305546553	0.470267039	0.911859847	0.321114406	0.461291413	0.642753123
"Bacteria, NA, NA, NA, NA, NA"	0.157513716	0.204167453	0.174437609	0.310607366	0.098647883	0.591961423	0.955711915	0.233229445	0.690013489	22	-0.123730806	0.899086628	0.554117956	0.305546553	0.628200952	0.498781433	0.80167671	0.981836159	0.687846715
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium"	0.832290164	0.281235855	0.174547364	0.131433992	0.281970223	0.135456273	0.565806102	0.723447942	0.550929311	66	-0.105511907	0.990516246	0.666626618	0.305546553	0.470267039	0.688403419	0.414458921	0.7483242	0.914552105
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcaceae_UCG-014"	0.132623983	0.292921489	0.175133797	0.758104612	0.131397863	0.982338874	0.995802178	0.112131764	-0.533248766	315	0.088739831	0.899086628	0.666626618	0.305546553	0.900827568	0.526753657	0.989557862	0.999492384	0.589400104
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, ASF356"	0.205870372	0.956955078	0.175469085	0.077254309	0.945554308	0.099940292	0.081835132	0.096020215	-0.019108449	292	0.070961977	0.899086628	0.999547657	0.305546553	0.432552051	0.981717722	0.372708891	0.284070813	0.578433664
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcaceae_UCG-004"	0.260152163	0.371634655	0.176725487	0.291907249	0.866905911	0.077678447	0.470427502	0.09935901	0.429883795	460	-0.084280616	0.927934024	0.722444954	0.306550748	0.61096866	0.968467488	0.336855571	0.675952372	0.578433664
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium_9"	0.780983645	0.795539344	0.180117259	0.84824762	0.172543888	0.075476393	0.059983132	0.576664531	0.099338337	122	-0.227441336	0.990516246	0.922334818	0.311237103	0.930272651	0.566073969	0.333476622	0.231217028	0.878835229
"Bacteria, NA, NA, NA, NA, NA"	0.271223136	0.181961074	0.181401373	0.018002667	0.082551194	0.008829481	0.041019148	0.293433675	-0.740021509	753	0.123745039	0.927934024	0.526906211	0.312259615	0.225607218	0.448523144	0.116778962	0.190717892	0.737682423
"Bacteria, Firmicutes, Clostridia, Clostridiales, NA, NA"	0.905889851	0.000445838	0.187315401	0.479876932	0.960973432	0.625261971	0.189746193	0.63580929	-3.350823125	355	0.343019379	0.990516246	0.015467142	0.321213862	0.74521974	0.987301471	0.812208147	0.436609861	0.879081206
"Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium_9"	0.272798352	0.108157012	0.188373626	0.119824878	0.760719664	0.075844792	0.730013512	0.057865179	-0.96594532	153	0.151101837	0.927934024	0.420507003	0.321804945	0.470267039	0.924808725	0.333476622	0.857385661	0.512216184
"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, NA, NA"	0.134690209	0.323767252	0.196153009	0.614783328	0.42356463	0.712194371	0.128116765	0.16228195	0.489767081	29	-0.105406737	0.899086628	0.690047178	0.333830215	0.804222376	0.784378945	0.860729646	0.365700386	0.661688018
"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae_NK4A136_group"	0.901372556	0.956878943	0.197363929	0.273174499	0.756919679	0.259588879	0.158157497	0.38714674	0.019143002	57	-0.153851608	0.990516246	0.999547657	0.334628315	0.594249925	0.924808725	0.573895021	0.407591966	0.784756905
"Bacteria, Firmicutes, NA, NA, NA, NA"	0.834732038	0.001437974	0.200410436	0.269593905	0.978201704	0.539489699	0.091965311	0.531257968	-2.842249055	335	0.299664155	0.990516246	0.029478461	0.338520998	0.5917915	0.989788439	0.774872147	0.29208701	0.871822701
"Bacteria, NA, NA, NA, NA, NA"	0.797520091	0.950222193	0.203024494	0.480252721	0.137141548	0.104388681	0.741184719	0.93686626	0.022174831	345	-0.016795007	0.990516246	0.999547657	0.340741323	0.74521974	0.526753657	0.373769313	0.860331482	0.985900242
"Bacteria, NA, NA, NA, NA, NA"	0.993452411	0.716772622	0.203235955	0.831216017	0.058554146	0.90779587	0.3646881	0.0552793	-0.144618592	137	0.030080578	0.997877589	0.913176419	0.340741323	0.930272651	0.437975486	0.961070276	0.595921498	0.512216184
"Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus"	0.555979318	0.862437724	0.206867789	0.280933283	0.385839456	0.57755734	0.785530063	0.135374693	-0.064272255	91	0.010005379	0.955974921	0.94602874	0.345545826	0.599146813	0.758199805	0.79582492	0.881587073	0.661688018
"Bacteria, NA, NA, NA, NA, NA"	0.042139836	0.69426902	0.21550904	0.297502999	0.20248001	0.23652497	0.793958873	0.676985748	0.158472214	306	-0.035063454	0.899086628	0.905717744	0.358651575	0.614111695	0.584076951	0.558856394	0.886325376	0.897227042
"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Muribaculaceae, NA"	0.242722873	0.238560153	0.219229554	0.235364297	0.28354273	0.83631233	0.379786993	0.190972528	-0.622402096	74	0.11120652	0.919899292	0.60785666	0.363501945	0.554523212	0.688403419	0.915477817	0.609551366	0.661688018
