bugNames	pValues	log10PValues	xGroup	yGroup	xSampleSize	ySampleSize	meanXGroup	meanYGroup	pValuesAdjusted
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	0.005924523	2.22734662	Control	ICR	18	20	6.093677303	5.538267137	0.017959355
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.Other	0.006018947	-2.220479452	ICR	LCCR	20	20	4.366313223	4.825371934	0.018182237
k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter	0.006105003	-2.214314134	FOb	HCCR	17	19	4.431363288	6.332804488	0.018378382
k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter	0.006271851	-2.202604298	Control	HCCR	18	19	4.270826496	6.332804488	0.018773395
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus	0.006279377	2.202083437	Control	FOb	18	17	6.47156923	5.496537878	0.018773395
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Stenotrophomonas	0.006323488	-2.199043302	DIO	LCCR	18	20	0	0.756938696	0.018825574
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.Other	0.006340107	2.197903399	Control	ICR	18	20	4.448851753	3.693635822	0.018825574
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__.g__	0.006427614	-2.191950202	Control	ICR	18	20	0.069178522	0.403796083	0.019020491
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	0.006630329	-2.178464908	DIO	ICR	18	20	6.835164448	8.072186032	0.019526992
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	0.006643666	-2.177592187	DIO	HCCR	18	19	8.062554024	8.545046642	0.019526992
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter	0.006848456	-2.164407332	Control	ICR	18	20	0	0.834052726	0.020061134
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus	0.00718559	-2.143537565	Control	DIO	18	18	6.47156923	7.429984377	0.020872233
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__	0.007196361	2.142887087	Control	LCCR	18	20	9.640554402	9.26600433	0.020872233
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__.g__	0.007197322	-2.142829092	DIO	HCCR	18	19	0	0.476376876	0.020872233
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__.g__	0.007410767	-2.130136861	Control	LCCR	18	20	0.069178522	0.843015188	0.021419824
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Allobaculum	0.007553537	-2.121849632	FOb	HCCR	17	19	0.293172949	0.811946967	0.02176019
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter	0.007655975	-2.115999518	DIO	LCCR	18	20	0.095971206	0.808832748	0.021982501
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	0.007689381	-2.114108615	Control	HCCR	18	19	0.082142599	0.683693404	0.022005795
k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__.g__	0.007862368	2.104446635	Control	HCCR	18	19	4.013216473	2.655354459	0.022373942
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Stenotrophomonas	0.007869455	-2.104055319	FOb	ICR	17	20	0.055506919	0.676802558	0.022373942
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio	0.00808062	2.092555317	Control	LCCR	18	20	5.909883254	4.826078005	0.022893583
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__	0.008104855	2.091254769	Control	LCCR	18	20	8.781843666	8.506047849	0.022893583
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__	0.008243218	2.083903221	FOb	HCCR	17	19	9.587734893	9.202027363	0.02320906
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus	0.008983905	-2.046534863	FOb	LCCR	17	20	5.496537878	6.359771052	0.025212894
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Stenotrophomonas	0.009058192	-2.042958463	Control	HCCR	18	19	0.081647896	0.693545506	0.025339638
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__	0.009161623	2.038027576	Control	LCCR	18	20	4.430222212	3.901761005	0.025543382
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia	0.009189746	-2.036696515	DIO	ICR	18	20	3.399407399	4.125039939	0.025543382
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__	0.009221531	-2.035196946	Control	DIO	18	18	7.524610298	8.109617374	0.025550103
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7.g__	0.009861066	2.006076136	HCCR	LCCR	19	20	10.17968768	9.930146392	0.027235325
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__	0.010082433	1.996434671	FOb	ICR	17	20	9.587734893	9.21963342	0.027758596
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	0.010224338	-1.990364791	DIO	HCCR	18	19	0.100713009	0.683693404	0.028060487
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus	0.010401361	-1.982909829	DIO	LCCR	18	20	0.241104459	1.322186711	0.028456554
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes	0.010620893	-1.973838978	DIO	FOb	18	17	0	0.961515636	0.028895247
k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__.g__	0.010628137	1.973542859	Control	ICR	18	20	4.013216473	2.496069929	0.028895247
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus	0.010740996	-1.968955443	DIO	ICR	18	20	0.120023616	0.640665818	0.029111111
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.Other.Other	0.011337055	-1.945499736	DIO	FOb	18	17	0.965072589	1.73517994	0.030555037
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.Other	0.011343996	-1.945233916	FOb	LCCR	17	20	4.297880597	4.825371934	0.030555037
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Stenotrophomonas	0.011398957	-1.943134879	FOb	LCCR	17	20	0.055506919	0.756938696	0.030608311
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Agrobacterium	0.011466974	-1.940551155	ICR	LCCR	20	20	0.253393585	0.758524178	0.030631411
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__	0.011484908	-1.939872467	HCCR	ICR	19	20	3.819245671	4.492039379	0.030631411
k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter	0.011513186	1.938804492	HCCR	LCCR	19	20	6.332804488	4.945698897	0.030631411
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	0.01182819	-1.927081705	Control	HCCR	18	19	8.164846322	8.545046642	0.031373553
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus.	0.0122569	1.911619342	DIO	FOb	18	17	6.453791944	6.006828703	0.032411864
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio	0.012319121	1.909420293	FOb	LCCR	17	20	5.799813196	4.826078005	0.032461286
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Stenotrophomonas	0.012350213	-1.908325543	Control	ICR	18	20	0.081647896	0.676802558	0.032461286
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus	0.012514432	-1.902588852	Control	HCCR	18	19	0.161939483	0.629554832	0.032793843
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	0.012656062	1.897701422	Control	LCCR	18	20	3.949210309	3.381512338	0.033065386
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio	0.012851728	1.89103849	ICR	LCCR	20	20	5.713858889	4.826078005	0.033476057
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	0.013445408	1.871426	Control	FOb	18	17	7.572491018	6.456518547	0.034917926
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus	0.013624636	1.865675087	FOb	HCCR	17	19	1.863758758	1.060417419	0.035278076
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.Other	0.013725533	-1.862470783	DIO	LCCR	18	20	4.242633121	4.825371934	0.035433868
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	0.013999463	-1.853888611	Control	FOb	18	17	0.082142599	0.388702859	0.036034122
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes	0.014335606	-1.843583947	DIO	HCCR	18	19	0	0.750034195	0.036790493
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes	0.014384958	1.842091409	FOb	LCCR	17	20	0.961515636	0.046616524	0.036808568
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	0.014680979	1.833244971	Control	DIO	18	18	1.06101963	0.10717621	0.037455871
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus	0.015200756	-1.818134814	Control	LCCR	18	20	0.161939483	0.62449559	0.03866859
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter	0.015702853	-1.80402143	FOb	LCCR	17	20	0.166271409	0.808832748	0.039829394
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Allobaculum	0.015749831	-1.802724097	Control	LCCR	18	20	0.394388648	1.039969525	0.039832422
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Stenotrophomonas	0.016024983	-1.795202426	Control	LCCR	18	20	0.081647896	0.756938696	0.040410826
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter	0.016365018	-1.786083502	DIO	ICR	18	20	0.095971206	0.834052726	0.041019361
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila	0.016388209	1.78546851	HCCR	ICR	19	20	5.947147941	5.073213962	0.041019361
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Agrobacterium	0.016407745	-1.784951114	Control	HCCR	18	19	0.115871199	0.567211502	0.041019361
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__	0.016646297	-1.778682374	HCCR	LCCR	19	20	3.597112959	4.126178274	0.041496498
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__.g__	0.016783459	-1.775118528	FOb	HCCR	17	19	0.049184561	0.476376876	0.041718884
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides	0.017220837	-1.76394574	HCCR	LCCR	19	20	6.903354383	7.508627185	0.042684126
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus	0.017411173	-1.75917197	DIO	FOb	18	17	0.241104459	1.472156373	0.043033297
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__	0.017564534	-1.755363366	DIO	FOb	18	17	3.65242436	4.870223678	0.043289362
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus	0.018866186	1.724315899	DIO	FOb	18	17	2.622779227	1.863758758	0.046366049
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__	0.01893553	-1.72272253	FOb	HCCR	17	19	4.870223678	5.802891301	0.046405384
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides	0.019112026	-1.71869327	Control	HCCR	18	19	6.321779875	6.903354383	0.046706356
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__	0.019806466	1.703193005	Control	DIO	18	18	8.425083159	8.014566357	0.048267859
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Agrobacterium	0.019973275	-1.699550728	DIO	HCCR	18	19	0.127166773	0.567211502	0.048538405
k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum	0.020055276	1.697771355	DIO	LCCR	18	20	7.030152418	5.815363602	0.048601923
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__	0.020423282	1.689874474	FOb	HCCR	17	19	4.429586764	3.819245671	0.049312448
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	0.020461832	-1.689055491	DIO	FOb	18	17	8.062554024	8.492919546	0.049312448
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7.g__	0.020652864	1.685019707	ICR	LCCR	20	20	10.15496917	9.930146392	0.049635337
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	0.020903848	1.679773764	Control	HCCR	18	19	6.093677303	5.592609941	0.049964726
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes	0.020904782	1.67975436	HCCR	LCCR	19	20	0.750034195	0.046616524	0.049964726
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus	0.021045872	-1.676833071	Control	ICR	18	20	0.663514587	1.638239934	0.050164134
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.Other	0.021196512	-1.673735591	DIO	FOb	18	17	0.062899212	0.367138955	0.050385152
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	0.02140577	1.669469151	Control	HCCR	18	19	1.06101963	0.1678019	0.050743923
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__	0.022941888	1.639370851	FOb	LCCR	17	20	9.587734893	9.26600433	0.054237615
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Agrobacterium	0.023358153	-1.631561505	FOb	LCCR	17	20	0.286884019	0.758524178	0.055072068
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.Other	0.024028278	1.619277343	FOb	HCCR	17	19	3.992408487	3.565356802	0.056371177
k__Bacteria.p__TM7.c__TM7.3.o__CW040.f__F16.g__	0.024038743	-1.61908824	DIO	HCCR	18	19	1.665062057	2.831743421	0.056371177
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__	0.024246863	-1.61534444	Control	ICR	18	20	7.524610298	7.911103438	0.056706373
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus	0.024396915	1.612665079	Control	HCCR	18	19	1.63481108	1.060417419	0.056904334
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.Other	0.025000183	1.60205682	DIO	FOb	18	17	4.413398061	3.992408487	0.058155505
k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia	0.02554339	-1.592721464	Control	ICR	18	20	5.05105031	6.491776904	0.059260665
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__.g__	0.025888343	-1.586895741	Control	HCCR	18	19	0.069178522	0.476376876	0.05990122
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	0.026047995	-1.584225708	DIO	FOb	18	17	0.100713009	0.388702859	0.059985685
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes	0.026128769	1.582881043	FOb	ICR	17	20	0.961515636	0.138312078	0.059985685
k__Bacteria.p__TM7.c__TM7.3.Other.Other.Other	0.026131695	1.582832422	ICR	LCCR	20	20	4.787069138	4.050418523	0.059985685
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes	0.026280384	1.580368287	Control	FOb	18	17	1.900708644	0.961515636	0.060168248
k__Bacteria.p__TM7.c__TM7.3.Other.Other.Other	0.026474515	-1.577171979	DIO	LCCR	18	20	2.746525687	4.050418523	0.060453618
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus	0.027184166	-1.565683994	Control	ICR	18	20	0.161939483	0.640665818	0.061758341
k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum	0.027187868	1.565624855	DIO	HCCR	18	19	7.030152418	6.05050646	0.061758341
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia	0.027452277	-1.561421635	ICR	LCCR	20	20	4.125039939	4.576252103	0.062196564
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.Other.Other	0.02867051	1.542564578	ICR	LCCR	20	20	1.24488687	0.763930694	0.064787906
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter	0.029121163	-1.535791285	FOb	ICR	17	20	0.166271409	0.834052726	0.065635782
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	0.029576411	1.529054522	DIO	ICR	18	20	5.899837859	5.538267137	0.066489607
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__	0.030876254	-1.510375393	ICR	LCCR	20	20	4.590671806	5.345072767	0.069232838
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__	0.031199047	-1.505858675	Control	FOb	18	17	8.425083159	8.746290383	0.069776788
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium	0.031451641	-1.502356691	FOb	LCCR	17	20	0.412916936	0.97417433	0.070161353
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus	0.031764747	-1.4980546	ICR	LCCR	20	20	0.764703845	1.285798175	0.070678593
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Propionibacteriaceae.g__Propionibacterium	0.032313987	1.490609451	DIO	LCCR	18	20	1.110206148	0.488604649	0.071717268
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus	0.032454921	1.488719438	DIO	ICR	18	20	7.193554962	6.75804999	0.071846773
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__	0.033731591	-1.471963176	Control	HCCR	18	19	7.524610298	7.915977525	0.074483462
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__	0.034717451	1.459452174	DIO	HCCR	18	19	4.480717419	4.094384851	0.076466284
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes	0.034815096	-1.458232398	DIO	ICR	18	20	0	0.138312078	0.076487712
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__	0.034915929	-1.456976403	DIO	ICR	18	20	3.65242436	4.590671806	0.076516015
k__Bacteria.p__TM7.c__TM7.3.o__CW040.f__F16.g__	0.035459458	1.450267903	ICR	LCCR	20	20	3.383415569	2.689502089	0.077511881
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio	0.035747569	1.446753484	Control	HCCR	18	19	5.909883254	5.265572854	0.077945828
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__	0.036419223	-1.43866933	HCCR	ICR	19	20	4.094384851	4.471395338	0.079211809
k__Bacteria.p__TM7.c__TM7.3.Other.Other.Other	0.036720764	1.43508829	HCCR	LCCR	19	20	4.768125743	4.050418523	0.079668491
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.Other	0.037553521	1.425349343	Control	FOb	18	17	4.448851753	3.992408487	0.081168237
k__Bacteria.p__TM7.c__TM7.3.Other.Other.Other	0.03759862	1.424828095	Control	FOb	18	17	5.739764336	4.787103828	0.081168237
k__Bacteria.p__TM7.c__TM7.3.o__CW040.f__F16.g__	0.039731532	-1.400864687	HCCR	ICR	19	20	2.831743421	3.383415569	0.085560478
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Sutterella	0.040059338	-1.397296232	Control	FOb	18	17	2.189568203	2.869899566	0.086053393
k__Bacteria.Other.Other.Other.Other.Other	0.04026654	-1.395055682	DIO	ICR	18	20	0.229856003	0.564451551	0.086285444
k__Bacteria.Other.Other.Other.Other.Other	0.040774446	-1.389611936	DIO	LCCR	18	20	0.229856003	0.575141764	0.087159134
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.Other	0.041395235	-1.383049649	FOb	HCCR	17	19	0.367138955	0.809626339	0.088269251
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	0.042162227	-1.375076459	Control	FOb	18	17	8.164846322	8.492919546	0.089684932
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	0.042912311	-1.367418094	Control	LCCR	18	20	0.082142599	0.34641572	0.091057831
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes	0.043354232	1.362968498	HCCR	ICR	19	20	0.750034195	0.138312078	0.091771733
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	0.043805256	-1.358473779	ICR	LCCR	20	20	8.396765033	8.675406856	0.09250139
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	0.044242204	1.354163242	Control	LCCR	18	20	6.093677303	5.644756025	0.093132739
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	0.044318338	-1.353416537	DIO	FOb	18	17	0.10717621	0.825958128	0.093132739
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia	0.045182214	1.345032492	HCCR	ICR	19	20	4.519062573	4.125039939	0.09471934
k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter	0.045774451	-1.339376856	Control	ICR	18	20	4.270826496	5.807389479	0.095631811
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.Other	0.045837316	-1.338780819	FOb	LCCR	17	20	0.367138955	0.798258668	0.095631811
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__	0.047760195	-1.320933911	HCCR	LCCR	19	20	8.286532739	8.506047849	0.09940519
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__	0.047946338	-1.319244558	FOb	LCCR	17	20	6.426283048	7.34575169	0.099554449
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio	0.048725304	-1.312245439	HCCR	ICR	19	20	5.265572854	5.713858889	0.100725349
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Propionibacteriaceae.g__Propionibacterium	0.048741807	1.312098378	Control	HCCR	18	19	0.671667087	0.248758206	0.100725349
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7.g__	0.049198345	1.308049504	FOb	LCCR	17	20	10.15551923	9.930146392	0.101427868
k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia	0.049550598	-1.304951097	Control	LCCR	18	20	5.05105031	6.356422766	0.101912578
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter	0.051713813	-1.286393442	Control	FOb	18	17	0	0.166271409	0.106110889
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira	0.051839185	1.285341834	DIO	FOb	18	17	9.156542138	8.842530466	0.106117861
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	0.05222804	-1.282096269	ICR	LCCR	20	20	2.960502501	3.381512338	0.106662899
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Propionibacteriaceae.g__Propionibacterium	0.053295677	1.273308014	FOb	HCCR	17	19	0.709028412	0.248758206	0.108518667
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio	0.053386195	1.272571033	DIO	ICR	18	20	6.187678354	5.713858889	0.108518667
k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter	0.053511197	-1.271555334	FOb	ICR	17	20	4.431363288	5.807389479	0.108519211
